ts,datetime,user,text,thread_ts,reply_count,reactions,has_files,has_attachments
1746893033.721259,2025-05-10 20:03:53,U08RLGP8M4N,<@U08RLGP8M4N> has joined the channel,,0,[],False,False
1746889524.350709,2025-05-10 19:05:24,U08RQH50A05,<@U08RQH50A05> has joined the channel,,0,[],False,False
1746889519.521529,2025-05-10 19:05:19,U08RQH428R3,<@U08RQH428R3> has joined the channel,,0,[],False,False
